Time	[Ca_ex]	[Ca_s]	[Ca_c]	[Ca_B]	[s5]	[IP3]	[s7]	[s8]	[s9]	[s10]	[s11]	[TimeT]	[s13]	[Shear Stress]	Compartments[default].Volume	Compartments[Cell].Volume	Compartments[ER].Volume	Values[R_T]	Values[k1]	Values[k2]	Values[k3]	Values[k4]	Values[k5]	Values[k6]	Values[k7]	Values[K1]	Values[K2]	Values[K3]	Values[K4]	Values[K5]	Values[K_hi]	Values[k_CICR]	Values[K_CICR]	Values[k_CCE]	Values[B_T]	Values[dot_Vp]	Values[dot_Vex]	Values[dot_Vhi]	Values[dot_q_inpass]	Values[Cao]	Values[tau_I]	Values[tau_II]	Values[half]	Values[fracK]
0	1.5e+06	2.83e+06	117.2	3870	0	0	0	0	0	0	0	0	0	0	1	1	1	44000	0.0006	1	3.32	2500	5e-11	0.05	150	0	200	150	80	321	380	1	0	0	120000	815	9165	2380	3000	100	66	0.01	0.5	7.07107e+06
3.33333e-13	1.5e+06	2.83e+06	117.2	3870	0	0	0	0	1.92434e-10	8.17084e-10	-1e-09	3.33333e-13	-3.33333e-13	0	1	1	1	44000	0.0006	1	3.32	2500	5e-11	0.05	150	0	200	150	80	321	380	1	0	0	120000	815	9165	2380	3000	100	66	0.01	0.5	7.07107e+06
6.66667e-13	1.5e+06	2.83e+06	117.2	3870	0	1.45519e-27	-1.45519e-27	4.85064e-40	3.84868e-10	1.63417e-09	-2e-09	6.66667e-13	-6.66667e-13	0	1	1	1	44000	0.0006	1	3.32	2500	5e-11	0.05	150	0	200	150	80	321	380	1	0	0	120000	815	9165	2380	3000	100	66	0.01	0.5	7.07107e+06
3.334e-09	1.5e+06	2.83e+06	117.2	3870	0	1.45534e-23	-1.45534e-23	2.42578e-32	1.92472e-06	8.17246e-06	-1.0002e-05	3.334e-09	-3.334e-09	0	1	1	1	44000	0.0006	1	3.32	2500	5e-11	0.05	150	0	200	150	80	321	380	1	0	0	120000	815	9165	2380	3000	100	66	0.01	0.5	7.07107e+06
6.66733e-09	1.5e+06	2.83e+06	117.199	3870	0	2.18293e-23	-2.18293e-23	8.48955e-32	3.84905e-06	1.63433e-05	-2.0002e-05	6.66733e-09	-6.66733e-09	0	1	1	1	44000	0.0006	1	3.32	2500	5e-11	0.05	150	0	200	150	80	321	380	1	0	0	120000	815	9165	2380	3000	100	66	0.01	0.5	7.07107e+06
1.00007e-08	1.5e+06	2.83e+06	117.199	3870	0	2.91053e-23	-2.91053e-23	1.69786e-31	5.77338e-06	2.45141e-05	-3.0002e-05	1.00007e-08	-1.00007e-08	0	1	1	1	44000	0.0006	1	3.32	2500	5e-11	0.05	150	0	200	150	80	321	380	1	0	0	120000	815	9165	2380	3000	100	66	0.01	0.5	7.07107e+06
4.3334e-08	1.5e+06	2.83e+06	117.196	3870	0	-4.31705e-22	4.31705e-22	-5.05806e-30	2.50164e-05	0.000106221	-0.000130002	4.3334e-08	-4.3334e-08	0	1	1	1	44000	0.0006	1	3.32	2500	5e-11	0.05	150	0	200	150	80	321	380	1	0	0	120000	815	9165	2380	3000	100	66	0.01	0.5	7.07107e+06
7.66673e-08	1.5e+06	2.83e+06	117.192	3870.01	0	2.06637e-21	-2.06637e-21	1.39673e-29	4.42591e-05	0.000187926	-0.000230002	7.66673e-08	-7.66673e-08	0	1	1	1	44000	0.0006	1	3.32	2500	5e-11	0.05	150	0	200	150	80	321	380	1	0	0	120000	815	9165	2380	3000	100	66	0.01	0.5	7.07107e+06
1.10001e-07	1.5e+06	2.83e+06	117.189	3870.01	0	7.97203e-21	-7.97203e-21	1.71808e-28	6.35013e-05	0.00026963	-0.000330002	1.10001e-07	-1.10001e-07	0	1	1	1	44000	0.0006	1	3.32	2500	5e-11	0.05	150	0	200	150	80	321	380	1	0	0	120000	815	9165	2380	3000	100	66	0.01	0.5	7.07107e+06
1.43334e-07	1.5e+06	2.83e+06	117.186	3870.01	0	1.87768e-20	-1.87768e-20	6.04014e-28	8.27431e-05	0.000351332	-0.000430002	1.43334e-07	-1.43334e-07	0	1	1	1	44000	0.0006	1	3.32	2500	5e-11	0.05	150	0	200	150	80	321	380	1	0	0	120000	815	9165	2380	3000	100	66	0.01	0.5	7.07107e+06
4.76667e-07	1.5e+06	2.83e+06	117.152	3870.05	0	7.82995e-19	-7.82995e-19	9.41525e-26	0.000275138	0.00116826	-0.00143	4.76667e-07	-4.76667e-07	0	1	1	1	44000	0.0006	1	3.32	2500	5e-11	0.05	150	0	200	150	80	321	380	1	0	0	120000	815	9165	2380	3000	100	66	0.01	0.5	7.07107e+06
8.10001e-07	1.5e+06	2.83e+06	117.119	3870.08	0	3.62155e-18	-3.62155e-18	7.50535e-25	0.000467492	0.00198501	-0.00243	8.10001e-07	-8.10001e-07	0	1	1	1	44000	0.0006	1	3.32	2500	5e-11	0.05	150	0	200	150	80	321	380	1	0	0	120000	815	9165	2380	3000	100	66	0.01	0.5	7.07107e+06
1.14333e-06	1.5e+06	2.83e+06	117.086	3870.11	0	1.00428e-17	-1.00428e-17	2.90746e-24	0.000659805	0.0028016	-0.00343	1.14333e-06	-1.14333e-06	0	1	1	1	44000	0.0006	1	3.32	2500	5e-11	0.05	150	0	200	150	80	321	380	1	0	0	120000	815	9165	2380	3000	100	66	0.01	0.5	7.07107e+06
1.47667e-06	1.5e+06	2.83e+06	117.053	3870.15	0	2.15451e-17	-2.15451e-17	8.01016e-24	0.000852076	0.00361801	-0.00443	1.47667e-06	-1.47667e-06	0	1	1	1	44000	0.0006	1	3.32	2500	5e-11	0.05	150	0	200	150	80	321	380	1	0	0	120000	815	9165	2380	3000	100	66	0.01	0.5	7.07107e+06
1.81e-06	1.5e+06	2.83e+06	117.02	3870.18	0	3.96091e-17	-3.96091e-17	1.79997e-23	0.00104431	0.00443426	-0.00543	1.81e-06	-1.81e-06	0	1	1	1	44000	0.0006	1	3.32	2500	5e-11	0.05	150	0	200	150	80	321	380	1	0	0	120000	815	9165	2380	3000	100	66	0.01	0.5	7.07107e+06
5.14333e-06	1.5e+06	2.83e+06	116.693	3870.51	0	9.06358e-16	-9.06359e-16	1.16578e-21	0.00296435	0.0125875	-0.01543	5.14333e-06	-5.14333e-06	0	1	1	1	44000	0.0006	1	3.32	2500	5e-11	0.05	150	0	200	150	80	321	380	1	0	0	120000	815	9165	2380	3000	100	66	0.01	0.5	7.07107e+06
8.47667e-06	1.5e+06	2.83e+06	116.372	3870.83	0	4.05896e-15	-4.05897e-15	8.60049e-21	0.00488035	0.0207242	-0.02543	8.47667e-06	-8.47667e-06	0	1	1	1	44000	0.0006	1	3.32	2500	5e-11	0.05	150	0	200	150	80	321	380	1	0	0	120000	815	9165	2380	3000	100	66	0.01	0.5	7.07107e+06
1.181e-05	1.5e+06	2.83e+06	116.058	3871.14	0	1.09774e-14	-1.09775e-14	3.24095e-20	0.00679237	0.0288446	-0.03543	1.181e-05	-1.181e-05	0	1	1	1	44000	0.0006	1	3.32	2500	5e-11	0.05	150	0	200	150	80	321	380	1	0	0	120000	815	9165	2380	3000	100	66	0.01	0.5	7.07107e+06
1.51433e-05	1.5e+06	2.83e+06	115.75	3871.45	0	2.31416e-14	-2.31417e-14	8.76119e-20	0.00870049	0.036949	-0.04543	1.51433e-05	-1.51433e-05	0	1	1	1	44000	0.0006	1	3.32	2500	5e-11	0.05	150	0	200	150	80	321	380	1	0	0	120000	815	9165	2380	3000	100	66	0.01	0.5	7.07107e+06
1.84767e-05	1.5e+06	2.83e+06	115.449	3871.75	0	4.2031e-14	-4.20312e-14	1.94159e-19	0.0106048	0.0450378	-0.05543	1.84767e-05	-1.84767e-05	0	1	1	1	44000	0.0006	1	3.32	2500	5e-11	0.05	150	0	200	150	80	321	380	1	0	0	120000	815	9165	2380	3000	100	66	0.01	0.5	7.07107e+06
4.20736e-05	1.5e+06	2.83e+06	113.476	3873.72	0	4.95996e-13	-4.96001e-13	5.21802e-18	0.0239813	0.101875	-0.126221	4.20736e-05	-4.20736e-05	0	1	1	1	44000	0.0006	1	3.32	2500	5e-11	0.05	150	0	200	150	80	321	380	1	0	0	120000	815	9165	2380	3000	100	66	0.01	0.5	7.07107e+06
6.56705e-05	1.5e+06	2.83e+06	111.763	3875.43	0	1.88496e-12	-1.88499e-12	3.09567e-17	0.037191	0.158036	-0.197012	6.56705e-05	-6.56705e-05	0	1	1	1	44000	0.0006	1	3.32	2500	5e-11	0.05	150	0	200	150	80	321	380	1	0	0	120000	815	9165	2380	3000	100	66	0.01	0.5	7.07107e+06
8.92675e-05	1.5e+06	2.83e+06	110.276	3876.92	0	4.73163e-12	-4.73173e-12	1.05643e-16	0.050254	0.213605	-0.267802	8.92675e-05	-8.92675e-05	0	1	1	1	44000	0.0006	1	3.32	2500	5e-11	0.05	150	0	200	150	80	321	380	1	0	0	120000	815	9165	2380	3000	100	66	0.01	0.5	7.07107e+06
0.000112864	1.5e+06	2.83e+06	108.984	3878.22	0	9.55747e-12	-9.55774e-12	2.69828e-16	0.063188	0.268656	-0.338593	0.000112864	-0.000112864	0	1	1	1	44000	0.0006	1	3.32	2500	5e-11	0.05	150	0	200	150	80	321	380	1	0	0	120000	815	9165	2380	3000	100	66	0.01	0.5	7.07107e+06
0.000136461	1.5e+06	2.83e+06	107.863	3879.34	0	1.68827e-11	-1.68833e-11	5.76357e-16	0.0760087	0.323255	-0.409384	0.000136461	-0.000136461	0	1	1	1	44000	0.0006	1	3.32	2500	5e-11	0.05	150	0	200	150	80	321	380	1	0	0	120000	815	9165	2380	3000	100	66	0.01	0.5	7.07107e+06
0.000160058	1.5e+06	2.83e+06	106.89	3880.32	0	2.72264e-11	-2.72275e-11	1.09033e-15	0.0887302	0.377459	-0.480175	0.000160058	-0.000160058	0	1	1	1	44000	0.0006	1	3.32	2500	5e-11	0.05	150	0	200	150	80	321	380	1	0	0	120000	815	9165	2380	3000	100	66	0.01	0.5	7.07107e+06
0.000193103	1.5e+06	2.83e+06	105.738	3881.47	0	4.77706e-11	-4.77729e-11	2.30841e-15	0.106401	0.452798	-0.579309	0.000193103	-0.000193103	0	1	1	1	44000	0.0006	1	3.32	2500	5e-11	0.05	150	0	200	150	80	321	380	1	0	0	120000	815	9165	2380	3000	100	66	0.01	0.5	7.07107e+06
0.000226148	1.5e+06	2.83e+06	104.793	3882.42	0	7.66672e-11	-7.66715e-11	4.33947e-15	0.123931	0.527579	-0.678443	0.000226148	-0.000226148	0	1	1	1	44000	0.0006	1	3.32	2500	5e-11	0.05	150	0	200	150	80	321	380	1	0	0	120000	815	9165	2380	3000	100	66	0.01	0.5	7.07107e+06
0.000259192	1.5e+06	2.83e+06	104.018	3883.21	0	1.15329e-10	-1.15337e-10	7.48287e-15	0.141344	0.601901	-0.777577	0.000259192	-0.000259192	0	1	1	1	44000	0.0006	1	3.32	2500	5e-11	0.05	150	0	200	150	80	321	380	1	0	0	120000	815	9165	2380	3000	100	66	0.01	0.5	7.07107e+06
0.000292237	1.5e+06	2.83e+06	103.382	3883.85	0	1.65165e-10	-1.65177e-10	1.20846e-14	0.158659	0.675844	-0.876712	0.000292237	-0.000292237	0	1	1	1	44000	0.0006	1	3.32	2500	5e-11	0.05	150	0	200	150	80	321	380	1	0	0	120000	815	9165	2380	3000	100	66	0.01	0.5	7.07107e+06
0.000325282	1.5e+06	2.83e+06	102.86	3884.38	0	2.27578e-10	-2.27596e-10	1.8537e-14	0.175895	0.749475	-0.975846	0.000325282	-0.000325282	0	1	1	1	44000	0.0006	1	3.32	2500	5e-11	0.05	150	0	200	150	80	321	380	1	0	0	120000	815	9165	2380	3000	100	66	0.01	0.5	7.07107e+06
0.000358327	1.5e+06	2.83e+06	102.432	3884.82	0	3.03967e-10	-3.03994e-10	2.7279e-14	0.193065	0.82285	-1.07498	0.000358327	-0.000358327	0	1	1	1	44000	0.0006	1	3.32	2500	5e-11	0.05	150	0	200	150	80	321	380	1	0	0	120000	815	9165	2380	3000	100	66	0.01	0.5	7.07107e+06
0.000406516	1.5e+06	2.83e+06	101.941	3885.32	0	4.43299e-10	-4.43344e-10	4.51443e-14	0.218009	0.929487	-1.21955	0.000406516	-0.000406516	0	1	1	1	44000	0.0006	1	3.32	2500	5e-11	0.05	150	0	200	150	80	321	380	1	0	0	120000	815	9165	2380	3000	100	66	0.01	0.5	7.07107e+06
0.000454706	1.5e+06	2.83e+06	101.574	3885.7	0	6.19626e-10	-6.19696e-10	7.0598e-14	0.242866	1.03579	-1.36412	0.000454706	-0.000454706	0	1	1	1	44000	0.0006	1	3.32	2500	5e-11	0.05	150	0	200	150	80	321	380	1	0	0	120000	815	9165	2380	3000	100	66	0.01	0.5	7.07107e+06
0.000502895	1.5e+06	2.83e+06	101.298	3885.99	0	8.37232e-10	-8.37338e-10	1.05526e-13	0.267658	1.14183	-1.50869	0.000502895	-0.000502895	0	1	1	1	44000	0.0006	1	3.32	2500	5e-11	0.05	150	0	200	150	80	321	380	1	0	0	120000	815	9165	2380	3000	100	66	0.01	0.5	7.07107e+06
0.000551085	1.5e+06	2.83e+06	101.092	3886.21	0	1.10038e-09	-1.10054e-09	1.52021e-13	0.2924	1.24769	-1.65325	0.000551085	-0.000551085	0	1	1	1	44000	0.0006	1	3.32	2500	5e-11	0.05	150	0	200	150	80	321	380	1	0	0	120000	815	9165	2380	3000	100	66	0.01	0.5	7.07107e+06
0.000599274	1.5e+06	2.83e+06	100.938	3886.38	0	1.41332e-09	-1.41354e-09	2.1238e-13	0.317105	1.3534	-1.79782	0.000599274	-0.000599274	0	1	1	1	44000	0.0006	1	3.32	2500	5e-11	0.05	150	0	200	150	80	321	380	1	0	0	120000	815	9165	2380	3000	100	66	0.01	0.5	7.07107e+06
0.000647464	1.5e+06	2.83e+06	100.822	3886.51	0	1.78028e-09	-1.78057e-09	2.89103e-13	0.341783	1.45901	-1.94239	0.000647464	-0.000647464	0	1	1	1	44000	0.0006	1	3.32	2500	5e-11	0.05	150	0	200	150	80	321	380	1	0	0	120000	815	9165	2380	3000	100	66	0.01	0.5	7.07107e+06
0.000705936	1.5e+06	2.83e+06	100.72	3886.62	0	2.3041e-09	-2.30451e-09	4.08079e-13	0.371698	1.58704	-2.11781	0.000705936	-0.000705936	0	1	1	1	44000	0.0006	1	3.32	2500	5e-11	0.05	150	0	200	150	80	321	380	1	0	0	120000	815	9165	2380	3000	100	66	0.01	0.5	7.07107e+06
0.000764408	1.5e+06	2.83e+06	100.648	3886.71	0	2.9211e-09	-2.92167e-09	5.60371e-13	0.401592	1.715	-2.29322	0.000764408	-0.000764408	0	1	1	1	44000	0.0006	1	3.32	2500	5e-11	0.05	150	0	200	150	80	321	380	1	0	0	120000	815	9165	2380	3000	100	66	0.01	0.5	7.07107e+06
0.00082288	1.5e+06	2.83e+06	100.598	3886.78	0	3.63871e-09	-3.63946e-09	7.51645e-13	0.431471	1.84289	-2.46864	0.00082288	-0.00082288	0	1	1	1	44000	0.0006	1	3.32	2500	5e-11	0.05	150	0	200	150	80	321	380	1	0	0	120000	815	9165	2380	3000	100	66	0.01	0.5	7.07107e+06
0.000881352	1.5e+06	2.83e+06	100.562	3886.83	0	4.46429e-09	-4.46528e-09	9.88001e-13	0.461339	1.97074	-2.64406	0.000881352	-0.000881352	0	1	1	1	44000	0.0006	1	3.32	2500	5e-11	0.05	150	0	200	150	80	321	380	1	0	0	120000	815	9165	2380	3000	100	66	0.01	0.5	7.07107e+06
0.000939824	1.5e+06	2.83e+06	100.537	3886.88	0	5.4052e-09	-5.40647e-09	1.27597e-12	0.4912	2.09857	-2.81947	0.000939824	-0.000939824	0	1	1	1	44000	0.0006	1	3.32	2500	5e-11	0.05	150	0	200	150	80	321	380	1	0	0	120000	815	9165	2380	3000	100	66	0.01	0.5	7.07107e+06
0.000998296	1.5e+06	2.83e+06	100.52	3886.91	0	6.46871e-09	-6.47033e-09	1.6225e-12	0.521055	2.22637	-2.99489	0.000998296	-0.000998296	0	1	1	1	44000	0.0006	1	3.32	2500	5e-11	0.05	150	0	200	150	80	321	380	1	0	0	120000	815	9165	2380	3000	100	66	0.01	0.5	7.07107e+06
0.00106681	1.5e+06	2.83e+06	100.506	3886.95	0	7.88065e-09	-7.88276e-09	2.11302e-12	0.556034	2.37611	-3.20043	0.00106681	-0.00106681	0	1	1	1	44000	0.0006	1	3.32	2500	5e-11	0.05	150	0	200	150	80	321	380	1	0	0	120000	815	9165	2380	3000	100	66	0.01	0.5	7.07107e+06
0.00113533	1.5e+06	2.83e+06	100.497	3886.98	0	9.48248e-09	-9.48519e-09	2.70672e-12	0.59101	2.52583	-3.40598	0.00113533	-0.00113533	0	1	1	1	44000	0.0006	1	3.32	2500	5e-11	0.05	150	0	200	150	80	321	380	1	0	0	120000	815	9165	2380	3000	100	66	0.01	0.5	7.07107e+06
0.00120384	1.5e+06	2.83e+06	100.492	3887	0	1.12857e-08	-1.12891e-08	3.417e-12	0.625983	2.67555	-3.61152	0.00120384	-0.00120384	0	1	1	1	44000	0.0006	1	3.32	2500	5e-11	0.05	150	0	200	150	80	321	380	1	0	0	120000	815	9165	2380	3000	100	66	0.01	0.5	7.07107e+06
0.00127236	1.5e+06	2.83e+06	100.488	3887.03	0	1.33018e-08	-1.3306e-08	4.25806e-12	0.660955	2.82526	-3.81707	0.00127236	-0.00127236	0	1	1	1	44000	0.0006	1	3.32	2500	5e-11	0.05	150	0	200	150	80	321	380	1	0	0	120000	815	9165	2380	3000	100	66	0.01	0.5	7.07107e+06
0.00134087	1.5e+06	2.83e+06	100.486	3887.05	0	1.5542e-08	-1.55473e-08	5.24487e-12	0.695926	2.97496	-4.02261	0.00134087	-0.00134087	0	1	1	1	44000	0.0006	1	3.32	2500	5e-11	0.05	150	0	200	150	80	321	380	1	0	0	120000	815	9165	2380	3000	100	66	0.01	0.5	7.07107e+06
0.00142894	1.5e+06	2.83e+06	100.484	3887.08	0	1.8769e-08	-1.87758e-08	6.75284e-12	0.740876	3.16739	-4.28682	0.00142894	-0.00142894	0	1	1	1	44000	0.0006	1	3.32	2500	5e-11	0.05	150	0	200	150	80	321	380	1	0	0	120000	815	9165	2380	3000	100	66	0.01	0.5	7.07107e+06
0.00151701	1.5e+06	2.83e+06	100.484	3887.11	0	2.24088e-08	-2.24174e-08	8.56305e-12	0.785827	3.35982	-4.55102	0.00151701	-0.00151701	0	1	1	1	44000	0.0006	1	3.32	2500	5e-11	0.05	150	0	200	150	80	321	380	1	0	0	120000	815	9165	2380	3000	100	66	0.01	0.5	7.07107e+06
0.00160508	1.5e+06	2.83e+06	100.484	3887.13	0	2.64849e-08	-2.64956e-08	1.07128e-11	0.830777	3.55225	-4.81523	0.00160508	-0.00160508	0	1	1	1	44000	0.0006	1	3.32	2500	5e-11	0.05	150	0	200	150	80	321	380	1	0	0	120000	815	9165	2380	3000	100	66	0.01	0.5	7.07107e+06
0.00169314	1.5e+06	2.83e+06	100.484	3887.16	0	3.10206e-08	-3.10339e-08	1.32417e-11	0.875727	3.74468	-5.07943	0.00169314	-0.00169314	0	1	1	1	44000	0.0006	1	3.32	2500	5e-11	0.05	150	0	200	150	80	321	380	1	0	0	120000	815	9165	2380	3000	100	66	0.01	0.5	7.07107e+06
0.00178503	1.5e+06	2.83e+06	100.484	3887.19	0	3.62679e-08	-3.62843e-08	1.63291e-11	0.922626	3.94545	-5.35509	0.00178503	-0.00178503	0	1	1	1	44000	0.0006	1	3.32	2500	5e-11	0.05	150	0	200	150	80	321	380	1	0	0	120000	815	9165	2380	3000	100	66	0.01	0.5	7.07107e+06
0.00187692	1.5e+06	2.83e+06	100.485	3887.21	0	4.20668e-08	-4.20868e-08	1.99238e-11	0.969525	4.14622	-5.63075	0.00187692	-0.00187692	0	1	1	1	44000	0.0006	1	3.32	2500	5e-11	0.05	150	0	200	150	80	321	380	1	0	0	120000	815	9165	2380	3000	100	66	0.01	0.5	7.07107e+06
0.0019688	1.5e+06	2.83e+06	100.485	3887.24	0	4.84431e-08	-4.84672e-08	2.40777e-11	1.01642	4.34699	-5.90641	0.0019688	-0.0019688	0	1	1	1	44000	0.0006	1	3.32	2500	5e-11	0.05	150	0	200	150	80	321	380	1	0	0	120000	815	9165	2380	3000	100	66	0.01	0.5	7.07107e+06
0.00206069	1.5e+06	2.83e+06	100.486	3887.27	0	5.54223e-08	-5.54511e-08	2.8845e-11	1.06332	4.54776	-6.18207	0.00206069	-0.00206069	0	1	1	1	44000	0.0006	1	3.32	2500	5e-11	0.05	150	0	200	150	80	321	380	1	0	0	120000	815	9165	2380	3000	100	66	0.01	0.5	7.07107e+06
0.00215258	1.5e+06	2.83e+06	100.487	3887.29	0	6.30297e-08	-6.30639e-08	3.42822e-11	1.11022	4.74853	-6.45773	0.00215258	-0.00215258	0	1	1	1	44000	0.0006	1	3.32	2500	5e-11	0.05	150	0	200	150	80	321	380	1	0	0	120000	815	9165	2380	3000	100	66	0.01	0.5	7.07107e+06
0.00224446	1.5e+06	2.83e+06	100.487	3887.32	0	7.12903e-08	-7.13308e-08	4.04483e-11	1.15712	4.94931	-6.73338	0.00224446	-0.00224446	0	1	1	1	44000	0.0006	1	3.32	2500	5e-11	0.05	150	0	200	150	80	321	380	1	0	0	120000	815	9165	2380	3000	100	66	0.01	0.5	7.07107e+06
0.00233635	1.5e+06	2.83e+06	100.488	3887.35	0	8.02292e-08	-8.02766e-08	4.74044e-11	1.20402	5.15008	-7.00904	0.00233635	-0.00233635	0	1	1	1	44000	0.0006	1	3.32	2500	5e-11	0.05	150	0	200	150	80	321	380	1	0	0	120000	815	9165	2380	3000	100	66	0.01	0.5	7.07107e+06
0.00242823	1.5e+06	2.83e+06	100.489	3887.38	0	8.98707e-08	-8.99259e-08	5.52139e-11	1.25092	5.35086	-7.2847	0.00242823	-0.00242823	0	1	1	1	44000	0.0006	1	3.32	2500	5e-11	0.05	150	0	200	150	80	321	380	1	0	0	120000	815	9165	2380	3000	100	66	0.01	0.5	7.07107e+06
0.00260199	1.5e+06	2.83e+06	100.49	3887.43	0	1.1011e-07	-1.10183e-07	7.25503e-11	1.33961	5.73053	-7.80597	0.00260199	-0.00260199	0	1	1	1	44000	0.0006	1	3.32	2500	5e-11	0.05	150	0	200	150	80	321	380	1	0	0	120000	815	9165	2380	3000	100	66	0.01	0.5	7.07107e+06
0.00277575	1.5e+06	2.83e+06	100.492	3887.48	0	1.33112e-07	-1.33206e-07	9.36412e-11	1.42831	6.11021	-8.32725	0.00277575	-0.00277575	0	1	1	1	44000	0.0006	1	3.32	2500	5e-11	0.05	150	0	200	150	80	321	380	1	0	0	120000	815	9165	2380	3000	100	66	0.01	0.5	7.07107e+06
0.00294951	1.5e+06	2.83e+06	100.493	3887.53	0	1.59037e-07	-1.59156e-07	1.1898e-10	1.517	6.48989	-8.84852	0.00294951	-0.00294951	0	1	1	1	44000	0.0006	1	3.32	2500	5e-11	0.05	150	0	200	150	80	321	380	1	0	0	120000	815	9165	2380	3000	100	66	0.01	0.5	7.07107e+06
0.00312326	1.5e+06	2.83e+06	100.494	3887.58	0	1.88042e-07	-1.88191e-07	1.4909e-10	1.60569	6.86958	-9.36979	0.00312326	-0.00312326	0	1	1	1	44000	0.0006	1	3.32	2500	5e-11	0.05	150	0	200	150	80	321	380	1	0	0	120000	815	9165	2380	3000	100	66	0.01	0.5	7.07107e+06
0.00356415	1.5e+06	2.83e+06	100.498	3887.71	0	2.76498e-07	-2.76748e-07	2.50684e-10	1.83074	7.83299	-10.6924	0.00356415	-0.00356415	0	1	1	1	44000	0.0006	1	3.32	2500	5e-11	0.05	150	0	200	150	80	321	380	1	0	0	120000	815	9165	2380	3000	100	66	0.01	0.5	7.07107e+06
0.00367437	1.5e+06	2.83e+06	100.499	3887.74	0	3.02152e-07	-3.02435e-07	2.8256e-10	1.88701	8.07384	-11.0231	0.00367437	-0.00367437	0	1	1	1	44000	0.0006	1	3.32	2500	5e-11	0.05	150	0	200	150	80	321	380	1	0	0	120000	815	9165	2380	3000	100	66	0.01	0.5	7.07107e+06
0.00378459	1.5e+06	2.83e+06	100.499	3887.78	0	3.29299e-07	-3.29616e-07	3.17346e-10	1.94327	8.3147	-11.3538	0.00378459	-0.00378459	0	1	1	1	44000	0.0006	1	3.32	2500	5e-11	0.05	150	0	200	150	80	321	380	1	0	0	120000	815	9165	2380	3000	100	66	0.01	0.5	7.07107e+06
0.00389481	1.5e+06	2.83e+06	100.5	3887.81	0	3.57973e-07	-3.58328e-07	3.55207e-10	1.99953	8.55556	-11.6844	0.00389481	-0.00389481	0	1	1	1	44000	0.0006	1	3.32	2500	5e-11	0.05	150	0	200	150	80	321	380	1	0	0	120000	815	9165	2380	3000	100	66	0.01	0.5	7.07107e+06
0.00400503	1.5e+06	2.83e+06	100.501	3887.84	0	3.88211e-07	-3.88608e-07	3.96315e-10	2.0558	8.79642	-12.0151	0.00400503	-0.00400503	0	1	1	1	44000	0.0006	1	3.32	2500	5e-11	0.05	150	0	200	150	80	321	380	1	0	0	120000	815	9165	2380	3000	100	66	0.01	0.5	7.07107e+06
0.00411525	1.5e+06	2.83e+06	100.502	3887.87	0	4.2005e-07	-4.20491e-07	4.40844e-10	2.11206	9.03728	-12.3457	0.00411525	-0.00411525	0	1	1	1	44000	0.0006	1	3.32	2500	5e-11	0.05	150	0	200	150	80	321	380	1	0	0	120000	815	9165	2380	3000	100	66	0.01	0.5	7.07107e+06
0.00420714	1.5e+06	2.83e+06	100.503	3887.9	0	4.47841e-07	-4.48322e-07	4.80709e-10	2.15897	9.23808	-12.6214	0.00420714	-0.00420714	0	1	1	1	44000	0.0006	1	3.32	2500	5e-11	0.05	150	0	200	150	80	321	380	1	0	0	120000	815	9165	2380	3000	100	66	0.01	0.5	7.07107e+06
0.00429902	1.5e+06	2.83e+06	100.504	3887.93	0	4.7679e-07	-4.77313e-07	5.2318e-10	2.20588	9.43888	-12.8971	0.00429902	-0.00429902	0	1	1	1	44000	0.0006	1	3.32	2500	5e-11	0.05	150	0	200	150	80	321	380	1	0	0	120000	815	9165	2380	3000	100	66	0.01	0.5	7.07107e+06
0.00439091	1.5e+06	2.83e+06	100.504	3887.95	0	5.06915e-07	-5.07484e-07	5.68366e-10	2.25278	9.63968	-13.1727	0.00439091	-0.00439091	0	1	1	1	44000	0.0006	1	3.32	2500	5e-11	0.05	150	0	200	150	80	321	380	1	0	0	120000	815	9165	2380	3000	100	66	0.01	0.5	7.07107e+06
0.0044828	1.5e+06	2.83e+06	100.505	3887.98	0	5.38239e-07	-5.38855e-07	6.16375e-10	2.29969	9.84048	-13.4484	0.0044828	-0.0044828	0	1	1	1	44000	0.0006	1	3.32	2500	5e-11	0.05	150	0	200	150	80	321	380	1	0	0	120000	815	9165	2380	3000	100	66	0.01	0.5	7.07107e+06
0.00457468	1.5e+06	2.83e+06	100.506	3888.01	0	5.70779e-07	-5.71446e-07	6.67317e-10	2.3466	10.0413	-13.724	0.00457468	-0.00457468	0	1	1	1	44000	0.0006	1	3.32	2500	5e-11	0.05	150	0	200	150	80	321	380	1	0	0	120000	815	9165	2380	3000	100	66	0.01	0.5	7.07107e+06
0.00466657	1.5e+06	2.83e+06	100.506	3888.04	0	6.04556e-07	-6.05277e-07	7.21307e-10	2.39351	10.2421	-13.9997	0.00466657	-0.00466657	0	1	1	1	44000	0.0006	1	3.32	2500	5e-11	0.05	150	0	200	150	80	321	380	1	0	0	120000	815	9165	2380	3000	100	66	0.01	0.5	7.07107e+06
0.00475846	1.5e+06	2.83e+06	100.507	3888.06	0	6.39589e-07	-6.40368e-07	7.78457e-10	2.44042	10.4429	-14.2754	0.00475846	-0.00475846	0	1	1	1	44000	0.0006	1	3.32	2500	5e-11	0.05	150	0	200	150	80	321	380	1	0	0	120000	815	9165	2380	3000	100	66	0.01	0.5	7.07107e+06
